id,value
id_0,6.574018690484799
id_1,18.203270888689374
id_2,23.919461216084883
id_3,7.708553635084435
id_4,27.016089788386164
id_5,22.25873669354013
id_6,23.879912486578526
id_7,30.46945937900147
id_8,16.77422087069966
id_9,59.66235122545719
id_10,11.722259811169959
id_11,9.3018468774535
id_12,63.238838176914086
id_13,53.24339762749893
id_14,22.197000891897243
id_15,12.196422671123782
id_16,32.402257917995975
id_17,66.7711806621843
id_18,-0.5304880962949312
id_19,17.130204186722217
id_20,41.780232324344375
id_21,72.10001495148806
id_22,9.30785483870007
id_23,17.836346921045802
id_24,14.754399867097508
id_25,37.77165940985353
id_26,14.536567099268431
id_27,69.83088829373423
id_28,7.2252170583618955
id_29,55.408694168533025
id_30,24.49994763380444
id_31,8.493520642525944
id_32,2.5077070085232336
id_33,18.67923190721619
id_34,27.77589252360646
id_35,37.20801758073519
id_36,43.23871648321564
id_37,29.832425746520286
id_38,42.223402519276945
id_39,35.133382007649075
id_40,7.574097778300793
id_41,41.213403027782995
id_42,30.581216620941028
id_43,50.95719246974322
id_44,17.51752163283353
id_45,35.3660179397246
id_46,24.629729275633057
id_47,9.638533682539343
id_48,26.796308388811866
id_49,32.264832542903505
id_50,20.137295725245238
id_51,7.97803664742457
id_52,20.589078013970173
id_53,52.68945959164942
id_54,15.9766573491931
id_55,36.48662003610488
id_56,32.843536798176
id_57,20.801121503126776
id_58,57.41235325113252
id_59,22.771407145823964
id_60,14.322599758433569
id_61,41.74405945193175
id_62,12.58147996481232
id_63,48.40598234569786
id_64,14.177919440690484
id_65,15.160199095692224
id_66,14.418957413950027
id_67,-0.9952850785175542
id_68,43.81645601621385
id_69,29.127835325646657
id_70,20.214086686284404
id_71,41.76611265083321
id_72,60.88258370274692
id_73,5.5163013661715325
id_74,16.529139124553005
id_75,3.4403747226952817
id_76,40.36915985697241
id_77,13.962884592829813
id_78,21.5716122752092
id_79,21.034842282000163
id_80,23.92743557170423
id_81,36.11912949438006
id_82,21.852325784611793
id_83,92.55801724772694
id_84,37.2864368056132
id_85,27.825227040107954
id_86,22.035592811731796
id_87,33.65317988136206
id_88,23.28397705937469
id_89,19.809014784245743
id_90,29.004882664961738
id_91,41.588304331620854
id_92,4.702288687923531
id_93,38.81404486599724
id_94,45.873443182883044
id_95,16.480311929808707
id_96,31.63400066156011
id_97,12.968751706549668
id_98,23.457326280357634
id_99,4.524003966664143
id_100,18.100368152106473
id_101,26.384553662302412
id_102,14.044898412472637
id_103,15.84311735621442
id_104,23.911082571246084
id_105,39.73417836726935
id_106,31.568500491361167
id_107,6.385957138202578
id_108,6.089326680466302
id_109,78.57088948203335
id_110,47.946181146008286
id_111,16.983980355581245
id_112,27.8030833061936
id_113,15.308050240399876
id_114,13.744167942630966
id_115,24.897607064413553
id_116,26.53634494018211
id_117,10.528446122780029
id_118,18.09949861535598
id_119,19.445321157319952
id_120,80.55253391383957
id_121,25.516688566331194
id_122,37.30038349493004
id_123,25.151045858935355
id_124,7.425922605980329
id_125,38.57940885485128
id_126,9.258736723069845
id_127,21.938795921795183
id_128,29.061774523331458
id_129,62.82321356462534
id_130,21.828107570475893
id_131,23.211477359531575
id_132,59.089399958044645
id_133,15.282943591688007
id_134,14.188637849676768
id_135,2.7285991307173596
id_136,12.473151572276166
id_137,58.67466448550895
id_138,20.282585147655766
id_139,5.341845430965481
id_140,29.009177346195333
id_141,25.35207116764598
id_142,45.26863746029629
id_143,30.743408844224934
id_144,18.351924795531538
id_145,26.027315788064396
id_146,11.992042664738552
id_147,51.84394926364523
id_148,23.575345967312984
id_149,38.39281733323933
id_150,10.188457991154419
id_151,8.10062686860362
id_152,23.528095173738052
id_153,6.4204555225402515
id_154,15.037417924619799
id_155,41.0969254269218
id_156,7.777062090181552
id_157,36.26344696310302
id_158,11.025583706571364
id_159,18.732133143072996
id_160,41.507434986587796
id_161,19.34298988048583
id_162,13.266995394829905
id_163,7.8336527972856125
id_164,52.655527057392334
id_165,31.193360413461065
id_166,-0.4136298417318507
id_167,16.29863193676535
id_168,63.67135020959285
id_169,14.214041877574306
id_170,63.73768381983474
id_171,39.05268829026208
id_172,26.969475135405126
id_173,20.38276110957861
id_174,61.12226178519727
id_175,25.04273395304265
id_176,20.994607380830146
id_177,37.623652999139125
id_178,12.56642142928882
id_179,31.16983504356292
id_180,16.73778119549611
id_181,11.793668514950042
id_182,55.77341586690336
id_183,46.47723940378408
id_184,15.661260022445195
id_185,35.20840209106763
id_186,26.24825173277439
id_187,69.41049155827878
id_188,10.01153130954643
id_189,57.94353573242262
id_190,38.382852590792325
id_191,15.470868440018414
id_192,29.116510108772168
id_193,0.20529435750628267
id_194,19.199335946883508
id_195,0.88811335413466
id_196,33.80054608139033
id_197,10.48099256696401
id_198,18.941682685466887
id_199,60.17919368248952
id_200,24.965816882147212
id_201,25.58378175324836
id_202,64.59126308862663
id_203,10.558374913037298
id_204,9.199444103017989
id_205,11.286711424561354
id_206,7.24685471844948
id_207,1.6720304973712778
id_208,124.05673533974884
id_209,20.691679458422325
id_210,16.255581414300508
id_211,13.81880098855509
id_212,36.34574822504587
id_213,35.95817579714178
id_214,18.8945772501729
id_215,34.84934252147227
id_216,78.59867366046484
id_217,0.49542067883464114
id_218,12.895989552962853
id_219,31.80545513307958
id_220,14.95414972374725
id_221,12.710552643392255
